,house,department,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
502,1429,matam,thiambe,senegal,7,0,-2.37780683267977,,15.63263924,-13.3254062,15.65,-13.35,15.6680352,-13.36263999,-1.366512656211853,-1.4358363151550293,1.75,0.4,-2.3698430359363556,-0.3999999999999999,77561722.88975699,0.14329296566920452,0.3603540429932961
503,1428,matam,badel,senegal,12,1,-2.92934655673091,1.0,15.96479168,-13.59455201,15.95,-13.6,16.0110665,-13.6728487,-1.413062572479248,-1.4491613864898683,1.4,0.5,-1.9988675117492676,-0.5,85012463.82991388,0.14806576576663139,0.3937995843352191
504,1544,kanel,yirla,senegal,8,1,-2.01599913009936,0.0,15.60553632,-13.18272101,15.6,-13.2,15.6680352,-13.36263999,-1.4116553664207458,-1.452582210302353,1.5,0.5,-2.1102508902549744,-0.09999999999999998,78012009.70762073,0.13519375546941367,0.1283600367391009
505,1498,matam,diamel,senegal,9,0,-3.0069367166626,,15.83897387,-13.22043021,15.85,-13.2,15.71702669,-13.36263999,-1.4572212934494018,-1.4829920768737792,1.4,0.5,-2.045697331428528,-0.5,88268675.39040217,0.1521762469352469,0.1420883942981827
506,721,gossas,keur el hadji,senegal,7,1,-2.43731547877699,1.0,14.49623916,-16.0640894,14.5,-16.05,14.50274052,-16.09656209,-1.492220938205719,-1.5602096319198608,1.5,0.2,-2.2927871346473694,-0.19999999999999973,31678417.24061081,0.18438455557915162,1.6016210146605447
507,715,tiwaouane,khandane,senegal,18,6,-1.59552386362563,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
508,1362,matam,agnam civol,senegal,6,2,-2.01248734374985,1.0,16.00801046,-13.68783836,16.0,-13.7,16.0110665,-13.6728487,-1.4798132181167603,-1.6250404516855876,2.3333333333333335,0.3,-3.4642043113708496,-0.29999999999999993,74216422.3927834,0.14468254973603553,-0.10879370605869632
509,1638,nioro,samba malick,senegal,19,2,-1.07447338773456,1.0,13.78607662,-15.79470889,13.8,-15.8,13.7751637,-15.78133054,-1.382529765367508,-1.3989005386829376,1.25,0.3,-1.8861394226551056,0.3666666666666667,50659863.85210458,0.20054917235513914,-0.33302045838406835
510,709,tiwaouane,khandane,senegal,14,3,-1.97250249398926,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
511,1494,matam,diamel,senegal,14,3,-1.79570373687066,1.0,15.83897387,-13.22043021,15.85,-13.2,15.71702669,-13.36263999,-1.4572212934494018,-1.4829920768737792,1.4,0.5,-2.045697331428528,-0.5,88268675.39040217,0.1521762469352469,0.1420883942981827
512,730,gossas,keur el hadj,senegal,10,2,-1.63435193146858,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
513,3016,dakar,pa unite 11,senegal,3,0,-0.933303679977404,,14.75896766,-17.43245729,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
514,487,mbour,darou salam,senegal,13,0,-1.27562065180131,,15.44284137,-14.05528102,15.45,-14.05,15.38130032,-14.01712506,-1.3363890647888184,-1.433099627494812,2.0,0.2,-2.6727781295776367,-0.19999999999999973,27289358.567014486,0.17132590395610106,1.8194241026731515
515,912,bambeye,paye baridian,senegal,10,0,-1.93483120806396,,14.71688363,-17.46683875,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
516,1087,kebemer,affe leye 2,senegal,15,1,-1.39167650745015,1.0,15.80634938,-16.29988776,15.8,-16.3,15.71702669,-16.26780651,-1.6397347648938496,-1.6397347648938496,1.0,0.4,-1.6397347648938496,0.10000000000000031,34712926.15770709,0.16236827762103234,0.11939523981681506
517,1602,kanel,sorry,senegal,9,1,-3.08881895497227,0.0,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
518,923,bambeye,paye baridian,senegal,12,2,-2.39232111097412,1.0,14.71688363,-17.46683875,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
519,1466,kanel,medina torobe,senegal,22,3,-1.47386258438439,1.0,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
520,1926,podor,fanaye,senegal,8,3,-1.36090716797536,1.0,16.52599054,-15.22269493,16.55,-15.2,16.47147469,-15.27583107,-1.4163707494735718,-1.4776710271835327,1.3333333333333333,0.3,-1.8759554624557495,-0.30000000000000004,153771383.6199495,0.13955652235616364,0.6243477840838064
521,1555,matam,dar salam,senegal,5,2,-1.64039146549887,0.0,15.44284137,-14.05528102,15.45,-14.05,15.38130032,-14.01712506,-1.3363890647888184,-1.433099627494812,2.0,0.2,-2.6727781295776367,-0.19999999999999973,27289358.567014486,0.17132590395610106,1.8194241026731515
522,1901,podor,ndiouganabe,senegal,9,4,-1.17686202855841,1.0,16.42777753,-14.09801568,16.45,-14.1,16.42033799,-14.01712506,-1.497347131371498,-1.5201416462659836,1.5,0.5,-2.2504524141550064,-0.09999999999999998,102753802.7739172,0.13597522943041296,-0.5094928944360394
523,1672,kaffrine,darou nandjigui,senegal,23,1,-1.692594033233,1.0,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
524,933,kebemer,medina,senegal,8,2,-0.986512475473548,0.0,,,,,14.72402296,-17.45998489,,,,,,,,,
525,1453,kanel,medina torobe,senegal,15,1,-2.8642974591198,1.0,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
526,1454,kanel,medina torobe,senegal,12,0,-2.03595151472154,,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
527,704,tiwaouane,khandane,senegal,7,1,-1.51786772793973,0.0,,,,,14.72402296,-17.45998489,,,,,,,,,
528,1564,matam,mango,senegal,3,1,0.363278784096414,1.0,15.60094582,-13.322622,15.6,-13.3,15.6680352,-13.36263999,-1.4188188016414642,-1.4215432703495026,1.25,0.4,-1.735464483499527,-0.3999999999999999,91726539.81112185,0.1472688548740653,0.07381355852213005
529,1904,podor,mery,senegal,12,5,-2.09372124153947,1.0,16.42777753,-14.09801568,16.45,-14.1,16.42033799,-14.01712506,-1.497347131371498,-1.5201416462659836,1.5,0.5,-2.2504524141550064,-0.09999999999999998,102753802.7739172,0.13597522943041296,-0.5094928944360394
530,717,tiwaouane,khandame,senegal,22,4,-0.666970137238097,1.0,15.05201106,-16.64404554,15.05,-16.65,15.03429087,-16.73379647,-1.5004191398620605,-1.5118857026100159,1.1666666666666665,0.4,-1.7625634670257568,1.1000000000000005,32429161.970650434,0.17162404968014336,0.14925486229147744
531,1388,matam,boynadji roumbe,senegal,5,0,-3.15585434022894,,,,,,14.72402296,-17.45998489,,,,,,,,,
532,1906,podor,ndiouganabe mery,senegal,8,5,-0.709563857357063,1.0,16.42777753,-14.09801568,16.45,-14.1,16.42033799,-14.01712506,-1.497347131371498,-1.5201416462659836,1.5,0.5,-2.2504524141550064,-0.09999999999999998,102753802.7739172,0.13597522943041296,-0.5094928944360394
533,934,kebemer,medina,senegal,5,1,-0.897485239520033,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
534,714,tiwaouane,khandane,senegal,10,1,-2.10321293464636,0.0,,,,,14.72402296,-17.45998489,,,,,,,,,
535,1640,nioro,keur birame ba,senegal,17,1,-2.81458843274037,1.0,13.78607662,-15.79470889,13.8,-15.8,13.7751637,-15.78133054,-1.382529765367508,-1.3989005386829376,1.25,0.3,-1.8861394226551056,0.3666666666666667,50659863.85210458,0.20054917235513914,-0.33302045838406835
536,1714,podor,nanaye,senegal,11,0,-1.28040354280628,,16.24874342,-14.10811085,16.25,-14.1,16.42033799,-14.01712506,-1.4216880947351456,-1.4927140325307846,1.75,0.5,-2.5103139728307724,-0.09999999999999998,92486397.08218706,0.14791239420962837,-0.026846788331014226
537,1085,kebemer,affe 1,senegal,5,1,-0.81426331369891,1.0,15.80634938,-16.29988776,15.8,-16.3,15.71702669,-16.26780651,-1.6397347648938496,-1.6397347648938496,1.0,0.4,-1.6397347648938496,0.10000000000000031,34712926.15770709,0.16236827762103234,0.11939523981681506
538,4258,mbacke,mbacke khewar,senegal,4,3,-0.851754016426389,0.0,14.80411689,-15.91020024,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
539,1897,podor,ndiouganabe mery,senegal,10,0,-3.48002382246416,,16.42777753,-14.09801568,16.45,-14.1,16.42033799,-14.01712506,-1.497347131371498,-1.5201416462659836,1.5,0.5,-2.2504524141550064,-0.09999999999999998,102753802.7739172,0.13597522943041296,-0.5094928944360394
540,1332,kanel,aoure,senegal,4,1,-3.30375197305772,1.0,15.14596428,-12.94689277,15.15,-12.95,15.23872587,-13.36263999,-1.4115985234578452,-1.4222437342007956,1.1666666666666665,0.4,-1.6673047542572021,1.1000000000000005,39964485.85738085,0.17064349304190882,0.3381165478884209
541,981,louga,keur serigne louga,senegal,8,1,0.454907397647111,1.0,15.60644218,-16.23380986,15.6,-16.25,15.6680352,-16.23192106,-1.471130132675171,-1.492250233888626,1.5,0.4,-2.2233054637908936,-0.4,26165160.606896564,0.17029640566717166,1.021489689253764
542,1455,kanel,medina torobe,senegal,10,0,-2.74315713051561,,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
543,107,pikine,cite lobatt fall,senegal,6,3,-0.70566683915704,1.0,14.74682,-17.40995,14.75,-17.4,14.74391863,-17.39599836,-1.7305097579956055,-1.7305097579956055,2.0,0.3,-3.461019515991211,-0.30000000000000004,141962.16483858545,0.09267427379510108,0.7838869958309896
544,1340,kanel,aoure,senegal,20,1,-2.64439850727272,1.0,15.14596428,-12.94689277,15.15,-12.95,15.23872587,-13.36263999,-1.4115985234578452,-1.4222437342007956,1.1666666666666665,0.4,-1.6673047542572021,1.1000000000000005,39964485.85738085,0.17064349304190882,0.3381165478884209
545,956,louga,nianguene ndiaye,senegal,5,0,-0.866237485814821,,,,,,14.72402296,-17.45998489,,,,,,,,,
546,562,pikine,samba niang,senegal,6,1,-1.6457230317362,0.0,14.80972717,-15.90288816,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
547,1086,kebemer,affe leye,senegal,13,2,-1.77089047717151,1.0,15.80634938,-16.29988776,15.8,-16.3,15.71702669,-16.26780651,-1.6397347648938496,-1.6397347648938496,1.0,0.4,-1.6397347648938496,0.10000000000000031,34712926.15770709,0.16236827762103234,0.11939523981681506
548,1884,podor,dodele,senegal,36,2,-0.676889646639226,1.0,16.50354464,-14.42019001,16.5,-14.4,16.47147469,-14.56250057,-1.420293152332306,-1.4206809997558594,1.25,0.5,-1.8065381050109863,-0.09999999999999998,112842125.90767488,0.13668133145939754,0.07178261135265318
549,1903,podor,ndianganabe,senegal,10,1,-1.46794592642737,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
550,1895,podor,mery,senegal,6,0,-2.7895655124963,,16.42777753,-14.09801568,16.45,-14.1,16.42033799,-14.01712506,-1.497347131371498,-1.5201416462659836,1.5,0.5,-2.2504524141550064,-0.09999999999999998,102753802.7739172,0.13597522943041296,-0.5094928944360394
551,770,diourbel,medinatoul,senegal,15,1,0.237470217726597,1.0,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
552,763,diourbel,madinatoul,senegal,9,2,-1.57946880522383,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
553,1219,diourbel,thierno kandji,senegal,4,1,-0.258797686676105,1.0,14.6563661,-16.23464222,14.65,-16.25,14.66195934,-16.23192106,-1.4404619137446086,-1.4663568337758381,1.3333333333333333,0.3,-1.9705688158671062,-0.30000000000000004,24261947.253483657,0.18154962561663165,0.9397827410080014
554,1461,kanel,medina torobe,senegal,26,2,-3.96892182607911,1.0,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
555,762,diourbel,medinatoul,senegal,9,0,0.353954421255444,,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
556,692,tiwaouane,ndiandakhoune,senegal,6,1,-0.336453822362003,1.0,14.95366585,-16.81168094,14.95,-16.8,15.03429087,-16.79291761,-1.4618978699048362,-1.5289120078086853,1.6666666666666665,0.4,-2.3933505614598594,1.1000000000000005,32306675.195432186,0.17351629151663742,-0.5204814908291785
557,682,tiwaouane,ndiantakhoune,senegal,4,1,0.563311331505443,1.0,14.95366585,-16.81168094,14.95,-16.8,15.03429087,-16.79291761,-1.4618978699048362,-1.5289120078086853,1.6666666666666665,0.4,-2.3933505614598594,1.1000000000000005,32306675.195432186,0.17351629151663742,-0.5204814908291785
558,758,diourbel,medinatoul est,senegal,12,1,-2.53807571348481,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
559,515,dakar,liberte 1,senegal,8,0,1.13353923591534,,14.71053471,-17.46092585,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
560,1834,st-louis,sor nord,senegal,5,0,-0.878383318873349,,16.03200409,-16.47188231,16.05,-16.45,16.0110665,-16.45109143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125913448397688,0.0
561,1395,matam,boinadji roumde,senegal,16,0,0.65455973736697,1.0,15.66051954,-13.35041654,15.65,-13.35,15.6680352,-13.36263999,-1.366512656211853,-1.4358363151550293,1.75,0.4,-2.3698430359363556,-0.3999999999999999,77561722.88975699,0.14329296566920452,0.3603540429932961
562,1393,matam,boybadji roumde,senegal,7,1,-2.388765741284,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
563,784,mbacke,guede bousso,senegal,1,0,-0.573017151415745,,14.89820198,-15.86724177,14.9,-15.85,14.85551526,-15.88108409,-1.3956090211868286,-1.3956090211868286,1.0,0.2,-1.3956090211868286,-0.19999999999999973,51273248.72292103,0.17998058917417376,1.118278952814868
564,973,louga,keur serigne louga,senegal,1,1,1.67628899309311,0.0,15.60644218,-16.23380986,15.6,-16.25,15.6680352,-16.23192106,-1.471130132675171,-1.492250233888626,1.5,0.4,-2.2233054637908936,-0.4,26165160.606896564,0.17029640566717166,1.021489689253764
565,445,dakar,arafat,senegal,6,0,-0.615491610688329,,14.71105977,-17.4688686,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
566,1302,mbacke,darou khoudouss,senegal,8,0,-0.181885474875201,,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
567,428,guediawaye,parcelles ass u 4,senegal,3,0,0.568096366044195,,14.76143208,-17.4405089,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
568,51,dakar,mermoz ambassade,senegal,4,0,2.57372076237607,,14.68949,-17.47308,14.7,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
569,426,guediawaye,parcelles ass u 4,senegal,1,0,1.01861921693791,,14.76143208,-17.4405089,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
570,1417,matam,moderne 3,senegal,5,1,0.575608220349324,1.0,15.61359152,-13.32345921,15.6,-13.3,15.6680352,-13.36263999,-1.4188188016414642,-1.4215432703495026,1.25,0.4,-1.735464483499527,-0.3999999999999999,91726539.81112185,0.1472688548740653,0.07381355852213005
571,1315,mbacke,darou khoudouss 1,senegal,26,3,0.960938788057887,1.0,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
572,1117,kaolack,sara ndiougary,senegal,5,1,0.608346687811572,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
573,414,guediawaye,cite des enseignants,senegal,6,0,2.72513950588275,,14.77683245,-17.40519022,14.8,-17.4,14.77734506,-17.39599836,-1.726071834564209,-1.726071834564209,2.0,0.3,-3.452143669128418,-0.30000000000000004,141962.16483858545,,0.20241083987855846
574,144,thies,hersent,senegal,1,0,2.13580150257248,,14.77685,-16.90942,14.8,-16.9,14.77734506,-16.92877566,-1.4228967626889546,-1.4358910918235779,1.3333333333333333,0.4,-1.9581006169319153,0.10000000000000031,34648587.38017581,0.1837446606269343,-0.08031632617172867
575,1559,matam,mango,senegal,14,1,-0.870749071228766,1.0,15.60094582,-13.322622,15.6,-13.3,15.6680352,-13.36263999,-1.4188188016414642,-1.4215432703495026,1.25,0.4,-1.735464483499527,-0.3999999999999999,91726539.81112185,0.1472688548740653,0.07381355852213005
576,1550,matam,mango,senegal,3,0,-1.93956240257947,,15.60094582,-13.322622,15.6,-13.3,15.6680352,-13.36263999,-1.4188188016414642,-1.4215432703495026,1.25,0.4,-1.735464483499527,-0.3999999999999999,91726539.81112185,0.1472688548740653,0.07381355852213005
577,773,diourbel,medinatoul,senegal,9,2,-0.978031305256096,1.0,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
578,669,mbour,tefess,senegal,4,2,1.47311746162743,1.0,14.4094197,-16.97209534,14.4,-16.95,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968229639651813,0.0
579,432,guediawaye,parcelles ass u 4,senegal,1,1,1.01861921693791,0.0,14.76143208,-17.4405089,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
580,3074,dakar,zone b batiement,senegal,4,0,3.2704220213662,,,,,,14.72402296,-17.45998489,,,,,,,,,
581,3018,dakar,pa unite 11,senegal,1,0,0.483503987247762,,14.75896766,-17.43245729,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
582,503,dakar,pa unite 11,senegal,2,0,0.056414498419821,,14.75896766,-17.43245729,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
583,1198,mbacke,madiyana,senegal,7,0,0.724830891340418,,14.9198,-15.8823,14.9,-15.9,14.85551526,-15.88108409,-1.4088165760040283,-1.4088165760040283,1.0,0.2,-1.4088165760040283,-0.19999999999999973,51273248.72292103,0.1754274098945474,1.1159896921192425
584,96,pikine,cite lobatt fall,senegal,7,1,1.93301060296294,0.0,14.74682,-17.40995,14.75,-17.4,14.74391863,-17.39599836,-1.7305097579956055,-1.7305097579956055,2.0,0.3,-3.461019515991211,-0.30000000000000004,141962.16483858545,0.09267427379510108,0.7838869958309896
585,1247,mbacke,darou khoudoss,senegal,5,1,1.94595329224392,1.0,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
586,526,dakar,liberte,senegal,6,0,1.22718839612382,1.0,14.71053471,-17.46092585,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
587,1263,mbacke,khayra (fama gueye),senegal,12,0,0.286975528302583,,14.823157881171742,-15.90761198,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
588,1694,ziguinchor,diefaye,senegal,5,0,0.519943935360276,,12.57853941,-16.25514132,12.6,-16.25,12.56804369,-16.24558632,-1.5538276433944702,-1.5828225910663605,1.75,0.3,-2.731204777956009,0.3666666666666667,23226862.34193109,0.15007094255822093,-1.252532766755687
589,848,diourbel,medinatoul nord,senegal,2,0,0.863306945566114,,14.65733141,-16.23486005,14.65,-16.25,14.66195934,-16.23192106,-1.4404619137446086,-1.4663568337758381,1.3333333333333333,0.3,-1.9705688158671062,-0.30000000000000004,24261947.253483657,0.18154962561663165,0.9397827410080014
590,420,guediawaye,parcelles ass u 4,senegal,3,0,0.707994674194319,,14.76143208,-17.4405089,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
591,743,diourbel,medinatoul,senegal,6,0,-0.226803143098851,,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
592,455,dakar,arafat,senegal,3,1,0.707994674194319,1.0,14.71105977,-17.4688686,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
593,988,kebemer,artillerie,senegal,7,0,1.17541763899989,,15.62705619,-16.2230668,15.65,-16.2,15.6680352,-16.23192106,-1.5234345197677612,-1.552945574124654,1.6666666666666667,0.3,-2.53835666179657,-0.30000000000000004,30282955.40571375,0.1699204012451503,0.6992804331609475
594,820,foundiougne,escale,senegal,2,2,1.43427142461955,1.0,14.75636795,-17.14230905,14.75,-17.15,14.76581033,-17.22764196,-1.3792464137077332,-1.4191739559173584,1.5,0.3,-2.0526177883148193,0.3666666666666667,24055144.71797161,0.17668343791870936,0.12347739551776071
595,427,guediawaye,parcelles ass u 4,senegal,1,0,1.01861921693791,,14.76143208,-17.4405089,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
596,769,diourbel,medinatoul,senegal,7,1,-0.223317404393725,0.0,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
597,1016,louga,keur serigne louga,senegal,6,0,1.39514666983961,,15.60644218,-16.23380986,15.6,-16.25,15.6680352,-16.23192106,-1.471130132675171,-1.492250233888626,1.5,0.4,-2.2233054637908936,-0.4,26165160.606896564,0.17029640566717166,1.021489689253764
598,243,dakar,dieuppeul 4,senegal,7,2,2.50900731597116,1.0,14.71807,-17.45718,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
599,565,pikine,samba niang,senegal,7,2,1.17152411113477,1.0,14.80972717,-15.90288816,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
600,654,dakar,hlm 4,senegal,2,0,0.632411211428038,,14.71207849,-17.44431032,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
601,3017,dakar,pa unite 11,senegal,7,2,2.02360942792982,1.0,14.75896766,-17.43245729,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
602,751,diourbel,medinatoul,senegal,4,1,1.40449251819247,1.0,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
603,136,thies,hersent,senegal,6,1,-0.0472968301723565,1.0,14.77685,-16.90942,14.8,-16.9,14.77734506,-16.92877566,-1.4228967626889546,-1.4358910918235779,1.3333333333333333,0.4,-1.9581006169319153,0.10000000000000031,34648587.38017581,0.1837446606269343,-0.08031632617172867
604,1326,kanel,aoure,senegal,11,4,-1.25698574828483,1.0,15.14596428,-12.94689277,15.15,-12.95,15.23872587,-13.36263999,-1.4115985234578452,-1.4222437342007956,1.1666666666666665,0.4,-1.6673047542572021,1.1000000000000005,39964485.85738085,0.17064349304190882,0.3381165478884209
605,566,pikine,samba niang,senegal,4,1,0.965613836433745,0.0,14.80972717,-15.90288816,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
606,11,dakar,grand medine,senegal,2,0,-0.412446504757963,,14.74795,-17.44715,14.75,-17.45,14.74391863,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
607,345,thies,mbour i,senegal,1,0,1.55980478956426,,14.68562239,-17.45034661,14.7,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
608,10,dakar,grand medine,senegal,5,1,0.184250544771788,0.0,14.74795,-17.44715,14.75,-17.45,14.74391863,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
609,1338,kanel,aoure,senegal,12,1,-0.0767492470130426,1.0,15.14596428,-12.94689277,15.15,-12.95,15.23872587,-13.36263999,-1.4115985234578452,-1.4222437342007956,1.1666666666666665,0.4,-1.6673047542572021,1.1000000000000005,39964485.85738085,0.17064349304190882,0.3381165478884209
610,598,dakar,hlm 4,senegal,1,1,1.67628899309311,0.0,14.71207849,-17.44431032,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
611,1093,kaolack,ndorong,senegal,1,0,1.55980478956426,,14.08694396,-16.35938655,14.1,-16.35,14.0770377,-16.39672928,-1.6805012226104736,-1.77145254611969,2.0,0.1,-3.3610024452209473,-0.09999999999999998,40611737.75569371,0.17877736877872208,-0.09217378962256967
612,883,bambeye,leona,senegal,6,0,1.22718839612382,1.0,14.72956183,-16.45421075,14.75,-16.45,14.72402296,-16.45109143,-1.4666151603062947,-1.5073294440905254,1.5,0.4,-2.212506651878357,0.10000000000000031,32088421.975644197,0.18555454614949746,0.7836531396398266
613,236,dakar,dieuppeul 4,senegal,9,3,2.43135118028526,1.0,14.71807,-17.45718,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
